1,000000e-20	0,847255
1,000000e-19	0,847255
1,000000e-18	0,847255
1,000000e-17	0,847255
1,000000e-16	0,292144
1,000000e-15	0,014588
1,000000e-14	0,002066
1,000000e-13	0,000400
1,000000e-12	0,000012
1,000000e-11	0,000005
1,000000e-10	0,000000
1,000000e-09	0,000000
1,000000e-08	0,000000
1,000000e-07	0,000000
1,000000e-06	0,000000
1,000000e-05	0,000000
1,000000e-04	0,000000
1,000000e-03	0,000000
1,000000e-02	0,000014
1,000000e-01	0,001411
1,000000e+00	0,134315
1,000000e+01	0,893348
1,000000e+02	0,851545
1,000000e+03	0,846555
1.0000000000000002E-7	4.991052016123376E-10
2.0000000000000004E-7	5.600631070024065E-11
3.000000000000001E-7	1.2903089707805293E-10
4.000000000000001E-7	5.600631070024065E-11
5.000000000000001E-7	5.5015880739972545E-11
6.000000000000001E-7	5.600642172254311E-11
7.000000000000001E-7	2.3295254614197347E-11
8.000000000000001E-7	1.3382517316529174E-11
9.000000000000001E-7	5.672573522019775E-12
1.0000000000000002E-6	4.952704912852823E-13
1.1000000000000003E-6	5.541678227416469E-12
1.2000000000000004E-6	9.746981000091637E-12
1.3000000000000005E-6	2.9395597067605195E-11
1.4000000000000006E-6	1.6355361509567956E-11
1.5000000000000007E-6	1.899869150889799E-11
1.6000000000000008E-6	2.131161913609958E-11
1.7000000000000009E-6	9.301115433402174E-12
1.800000000000001E-6	2.516653552220305E-11
1.900000000000001E-6	2.426725487225667E-12
2.000000000000001E-6	2.726074921355348E-11
2.100000000000001E-6	3.1383784460103925E-12
2.200000000000001E-6	1.9690915564751776E-11
2.300000000000001E-6	7.735700968680703E-12
2.4000000000000007E-6	1.3382628338831637E-11
2.5000000000000006E-6	1.0607070777268746E-11
2.6000000000000005E-6	8.045009103341272E-12
2.7000000000000004E-6	5.672684544322237E-12
2.8000000000000003E-6	3.4697800188610017E-12
2.9E-6	1.7722934231301224E-11
3.0E-6	1.8008372570932352E-11
3.1E-6	2.28606023000566E-12
3.2E-6	1.3382406294226712E-11
3.2999999999999997E-6	5.541900272021394E-12
3.3999999999999996E-6	9.300560321889861E-12
3.4999999999999995E-6	8.425704578485238E-12
3.5999999999999994E-6	5.67235147741485E-12
3.6999999999999993E-6	1.0997647237331876E-11
3.799999999999999E-6	2.426059353410892E-12
3.899999999999999E-6	1.5161427668886063E-11
3.999999999999999E-6	1.3382184249621787E-11
4.099999999999999E-6	1.1689760270883198E-11
4.199999999999999E-6	3.1390445798251676E-12
4.299999999999999E-6	8.541056750743792E-12
4.3999999999999985E-6	7.07400804600411E-12
4.499999999999998E-6	1.8008039504024964E-11
4.599999999999998E-6	4.331313085970123E-12
4.699999999999998E-6	1.4858447805465858E-11
4.799999999999998E-6	9.74753611160395E-12
4.899999999999998E-6	1.1965983759409937E-11
4.999999999999998E-6	4.957145804951324E-13
5.099999999999998E-6	1.5841772338376359E-12
5.199999999999998E-6	2.630784479151771E-12
5.2999999999999975E-6	6.835865207222014E-12
5.3999999999999974E-6	4.607758619101787E-12
5.499999999999997E-6	4.550693155636054E-12
5.599999999999997E-6	6.443401368017021E-12
5.699999999999997E-6	2.425837308805967E-12
5.799999999999997E-6	1.0989209542344724E-11
5.899999999999997E-6	4.4508841057222526E-13
5.999999999999997E-6	8.755995928311222E-12
6.099999999999997E-6	7.694289649862185E-12
6.1999999999999965E-6	6.666889262874065E-12
6.2999999999999964E-6	5.672018410507462E-12
6.399999999999996E-6	1.3381962205016862E-11
6.499999999999996E-6	3.77420317221322E-12
6.599999999999996E-6	1.1279199796376815E-11
6.699999999999996E-6	1.989630682430743E-12
6.799999999999996E-6	9.300227254982474E-12
6.899999999999996E-6	8.353651104187065E-12
6.999999999999996E-6	7.434275417494973E-12
7.0999999999999955E-6	1.2777556790410927E-12
7.1999999999999954E-6	5.672018410507462E-12
7.299999999999995E-6	4.827027666465256E-12
7.399999999999995E-6	4.00501853903279E-12
7.499999999999995E-6	3.204769782882977E-12
7.599999999999995E-6	9.729772543209947E-12
7.699999999999996E-6	8.876122059575664E-12
7.799999999999996E-6	1.5161205624281138E-11
7.899999999999997E-6	1.4260481684402748E-11
7.999999999999998E-6	6.4432903457145585E-12
8.099999999999999E-6	1.9378831872529645E-11
8.2E-6	4.920286400533769E-12
8.3E-6	1.0874412481598483E-11
8.400000000000001E-6	1.0078271550639784E-11
8.500000000000002E-6	9.300893388797249E-12
8.600000000000002E-6	8.541500839953642E-12
8.700000000000003E-6	1.4180323582024812E-11
8.800000000000004E-6	7.074674179818885E-12
8.900000000000005E-6	1.2603140753242315E-11
9.000000000000005E-6	5.673017611229625E-12
9.100000000000006E-6	1.1095457885801352E-11
9.200000000000007E-6	1.0366152380925087E-11
9.300000000000008E-6	1.5621393067988265E-11
9.400000000000008E-6	8.95405971590435E-12
9.500000000000009E-6	8.270384377340179E-12
9.60000000000001E-6	7.600808871188747E-12
9.70000000000001E-6	1.2667977777880424E-11
9.800000000000011E-6	1.7631673898677036E-11
9.900000000000012E-6	1.6887935494480644E-11
y_pohidna0=0.8472551110134161
h0=5.899999999999997E-6
h1=0.001
R_for_h0=4.4508841057222526E-13
R_for_h1=1.412091596986187E-7
R_Runge_Romberg=4.218847493575595E-15
R_Aitken=8.074940716085166E-11
p=1.9999988657152743
